Step,Time,X,Y,Z,Vx,Vy,Vz,Roll,Pitch,Yaw,Thrust,GimbalYaw,GimbalPitch,Mass,Reward
0,0.01,499.9699434474792,3.680866083798121e-18,499.99991664365155,-3.0112773787304907,3.6877512032037805e-16,-0.017023571309707847,0.0,89.99997467298071,180.0,8505000.0,0.0,72.70422048691768,7499965.321100918,0.0552112627987098
1,0.02,499.9397775276957,7.37512579439749e-18,499.99964648859765,-3.021613826344406,3.700409700661505e-16,-0.037695518082308095,-1.2762946690881995e-25,89.99968296014897,180.0,8504960.674128441,0.0,72.69039733232914,7499930.642362185,0.05510619506728738
2,0.03,499.90951880926394,1.1080750061728143e-17,499.99915134199296,-3.0298084795121025,3.710445256397079e-16,-0.06167750011225226,0.0,89.99871451115116,180.0,8504921.34843872,0.0,72.6419494463862,7499895.963783802,0.05502049025452013
3,0.04,499.87918377158695,1.4795720740952108e-17,499.99841058196535,-3.037129310366631,3.7194106884297755e-16,-0.08653371701580893,-1.283661094491489e-26,89.99684778849564,180.0,8504882.022930833,0.0,72.55772338768216,7499861.285365768,0.054941402612877666
4,0.05,499.84877559796615,1.8519647990087657e-17,499.997421183923,-3.0445510968518503,3.728499755454121e-16,-0.11130638302767792,-1.3601871094913234e-26,89.99405027271415,180.0,8504842.697604781,0.0,72.45050836542029,7499826.607108082,0.05485933972826609
5,0.06,499.8182911405997,2.2252917303686278e-17,499.9961859221044,-3.0524159543807605,3.7381314280227526e-16,-0.13567338761988026,-4.193880515091332e-27,89.99035172510754,180.0,8504803.372460566,0.0,72.34436640364599,7499791.929010742,0.054771064034618754
6,0.07,499.78772566864143,2.5996108043311406e-17,499.9947093633042,-3.060748500675479,3.748335854157549e-16,-0.1595626541396622,-2.8497870142312498e-27,89.98580114503174,180.0,8504764.047498183,0.0,72.24243828176725,7499757.25107375,0.05467648366214113
7,0.08,499.7570748783311,2.974974726761518e-17,499.99299614576165,-3.06946418878792,3.7590094937082636e-16,-0.1830153613567989,2.0695731021695023e-27,89.98044828035596,180.0,8504724.722717633,0.0,72.14538739223035,7499722.573297102,0.054576549689057646
8,0.09,499.72633544250056,3.3514242437174404e-17,499.9910502372504,-3.0784623216382916,3.770029028313504e-16,-0.20611512492943856,3.153302384340513e-27,89.97433565909867,180.0,8504685.398118915,0.0,72.05264752056004,7499687.8956808,0.054472330187551134
9,0.1,499.6955049781976,3.728988537948771e-17,499.98887472308644,-3.087657684024668,3.7812900994427006e-16,-0.22895013859071373,3.734688506115712e-27,89.9674963137482,180.0,8504646.073702028,0.0,71.96318431470232,7499653.218224842,0.05436470749972841
10,0.11,499.6645818484952,4.107687656030561e-17,499.9864718588027,-3.09698649882118,3.7927146026377214e-16,-0.2515963432650617,6.062638175625774e-27,89.95995434880444,180.0,8504606.749466972,0.0,71.87592730747832,7499618.540929227,0.05425433210789505
11,0.12,499.63356495728556,4.4875350214098323e-17,499.983843224175,-3.106403785972745,3.8042474532153005e-16,-0.27411263856288237,7.5439771929011e-27,89.95172659664075,180.0,8504567.425413745,0.0,71.78996272857205,7499583.863793955,0.05414165874522103
12,0.13,499.6024535831648,4.868539468737227e-17,499.9809898921063,-3.1158788877977064,3.815851106341764e-16,-0.29654184043260234,7.78480962715866e-27,89.94282443235653,180.0,8504528.101542346,0.0,71.70458568722208,7499549.186819025,0.05402699696242284
